mob								
怪物编号	怪物avatar	怪物攻击	怪物血量	怪物速度	怪物类型	怪物死亡加魔法值	怪物功能类型	不可中buff
41070063	4107	1	25560	35	1	2	0	[]
41070064	4107	1	25620	35	1	2	0	[]
41070065	4107	1	25680	35	1	2	0	[]
41070066	4107	1	25740	35	1	2	0	[]
41070067	4107	1	25800	35	1	2	0	[]
41070068	4107	1	25860	35	1	2	0	[]
41070069	4107	1	25920	35	1	2	0	[]
41070070	4107	1	25980	35	1	2	0	[]
41070071	4107	1	26040	35	1	2	0	[]
41070072	4107	1	26100	35	1	2	0	[]
41070073	4107	1	26160	35	1	2	0	[]
41070074	4107	1	26220	35	1	2	0	[]
41070075	4107	1	26280	35	1	2	0	[]
41070076	4107	1	26340	35	1	2	0	[]
41070077	4107	1	26400	35	1	2	0	[]
41070078	4107	1	26460	35	1	2	0	[]
41070079	4107	1	26520	35	1	2	0	[]
41070080	4107	1	26580	35	1	2	0	[]
41070081	4107	1	26640	35	1	2	0	[]
41070082	4107	1	26700	35	1	2	0	[]
41070083	4107	1	26760	35	1	2	0	[]
41070084	4107	1	26820	35	1	2	0	[]
41070085	4107	1	26880	35	1	2	0	[]
41070086	4107	1	26940	35	1	2	0	[]
41070087	4107	1	27000	35	1	2	0	[]
41070088	4107	1	27060	35	1	2	0	[]
41070089	4107	1	27120	35	1	2	0	[]
41070090	4107	1	27180	35	1	2	0	[]
41070091	4107	1	27240	35	1	2	0	[]
41070092	4107	1	27300	35	1	2	0	[]
41070093	4107	1	27360	35	1	2	0	[]
41070094	4107	1	27420	35	1	2	0	[]
41070095	4107	1	27480	35	1	2	0	[]
41070096	4107	1	27540	35	1	2	0	[]
41070097	4107	1	27600	35	1	2	0	[]
41070098	4107	1	27660	35	1	2	0	[]
41070099	4107	1	27720	35	1	2	0	[]
41070100	4107	1	27780	35	1	2	0	[]
41070101	4107	1	27840	35	1	2	0	[]
41070102	4107	1	27900	35	1	2	0	[]
41070103	4107	1	27960	35	1	2	0	[]
41070104	4107	1	28020	35	1	2	0	[]
41070105	4107	1	28080	35	1	2	0	[]
41070106	4107	1	28140	35	1	2	0	[]
41070107	4107	1	28200	35	1	2	0	[]
41070108	4107	1	28260	35	1	2	0	[]
41070109	4107	1	28320	35	1	2	0	[]
41070110	4107	1	28380	35	1	2	0	[]
41070111	4107	1	28440	35	1	2	0	[]
41070112	4107	1	28500	35	1	2	0	[]
41070113	4107	1	28560	35	1	2	0	[]
41070114	4107	1	28620	35	1	2	0	[]
41070115	4107	1	28680	35	1	2	0	[]
41070116	4107	1	28740	35	1	2	0	[]
41070117	4107	1	28800	35	1	2	0	[]
41070118	4107	1	28860	35	1	2	0	[]
41070119	4107	1	28920	35	1	2	0	[]
41070120	4107	1	28980	35	1	2	0	[]
41070121	4107	1	29040	35	1	2	0	[]
41070122	4107	1	29100	35	1	2	0	[]
41070123	4107	1	29160	35	1	2	0	[]
41070124	4107	1	29220	35	1	2	0	[]
41070125	4107	1	29280	35	1	2	0	[]
41070126	4107	1	29340	35	1	2	0	[]
41070127	4107	1	29400	35	1	2	0	[]
41070128	4107	1	29460	35	1	2	0	[]
41070129	4107	1	29520	35	1	2	0	[]
41070130	4107	1	29580	35	1	2	0	[]
41070131	4107	1	29640	35	1	2	0	[]
41070132	4107	1	29700	35	1	2	0	[]
41070133	4107	1	29760	35	1	2	0	[]
41070134	4107	1	29820	35	1	2	0	[]
41070135	4107	1	29880	35	1	2	0	[]
41070136	4107	1	29940	35	1	2	0	[]
41070137	4107	1	30000	35	1	2	0	[]
41070138	4107	1	30060	35	1	2	0	[]
41070139	4107	1	30120	35	1	2	0	[]
41070140	4107	1	30180	35	1	2	0	[]
41070141	4107	1	30240	35	1	2	0	[]
41070142	4107	1	30300	35	1	2	0	[]
41070143	4107	1	30360	35	1	2	0	[]
41070144	4107	1	30420	35	1	2	0	[]
41070145	4107	1	30480	35	1	2	0	[]
41070146	4107	1	30540	35	1	2	0	[]
41070147	4107	1	30600	35	1	2	0	[]
41070148	4107	1	30660	35	1	2	0	[]
41070149	4107	1	30720	35	1	2	0	[]
41070150	4107	1	30780	35	1	2	0	[]
41070151	4107	1	30840	35	1	2	0	[]
41070152	4107	1	30900	35	1	2	0	[]
41070153	4107	1	30960	35	1	2	0	[]
41070154	4107	1	31020	35	1	2	0	[]
41070155	4107	1	31080	35	1	2	0	[]
41070156	4107	1	31140	35	1	2	0	[]
41070157	4107	1	31200	35	1	2	0	[]
41070158	4107	1	31260	35	1	2	0	[]
41070159	4107	1	31320	35	1	2	0	[]
41070160	4107	1	31380	35	1	2	0	[]
41070161	4107	1	31440	35	1	2	0	[]
41070162	4107	1	31500	35	1	2	0	[]
41070163	4107	1	31560	35	1	2	0	[]
41070164	4107	1	31620	35	1	2	0	[]
41070165	4107	1	31680	35	1	2	0	[]
41070166	4107	1	31740	35	1	2	0	[]
41070167	4107	1	31800	35	1	2	0	[]
41070168	4107	1	31860	35	1	2	0	[]
41070169	4107	1	31920	35	1	2	0	[]
41070170	4107	1	31980	35	1	2	0	[]
41070171	4107	1	32040	35	1	2	0	[]
41070172	4107	1	32100	35	1	2	0	[]
41070173	4107	1	32160	35	1	2	0	[]
41070174	4107	1	32220	35	1	2	0	[]
41070175	4107	1	32280	35	1	2	0	[]
41070176	4107	1	32340	35	1	2	0	[]
41070177	4107	1	32400	35	1	2	0	[]
41070178	4107	1	32460	35	1	2	0	[]
41070179	4107	1	32520	35	1	2	0	[]
41070180	4107	1	32580	35	1	2	0	[]
41070181	4107	1	32640	35	1	2	0	[]
41070182	4107	1	32700	35	1	2	0	[]
41070183	4107	1	32760	35	1	2	0	[]
41070184	4107	1	32820	35	1	2	0	[]
41070185	4107	1	32880	35	1	2	0	[]
41070186	4107	1	32940	35	1	2	0	[]
41070187	4107	1	33000	35	1	2	0	[]
41070188	4107	1	33060	35	1	2	0	[]
41070189	4107	1	33120	35	1	2	0	[]
41070190	4107	1	33180	35	1	2	0	[]
41070191	4107	1	33240	35	1	2	0	[]
41070192	4107	1	33300	35	1	2	0	[]
41070193	4107	1	33360	35	1	2	0	[]
41070194	4107	1	33420	35	1	2	0	[]
41070195	4107	1	33480	35	1	2	0	[]
41070196	4107	1	33540	35	1	2	0	[]
41070197	4107	1	33600	35	1	2	0	[]
41070198	4107	1	33660	35	1	2	0	[]
41070199	4107	1	33720	35	1	2	0	[]
41070200	4107	1	33780	35	1	2	0	[]
41080001	4108	1	21050	48	1	2	0	[]
41080002	4108	1	21110	48	1	2	0	[]
41080003	4108	1	21170	48	1	2	0	[]
41080004	4108	1	21230	48	1	2	0	[]
41080005	4108	1	21290	48	1	2	0	[]
41080006	4108	1	21350	48	1	2	0	[]
41080007	4108	1	21410	48	1	2	0	[]
41080008	4108	1	21470	48	1	2	0	[]
41080009	4108	1	21530	48	1	2	0	[]
41080010	4108	1	21590	48	1	2	0	[]
41080011	4108	1	21650	48	1	2	0	[]
41080012	4108	1	21710	48	1	2	0	[]
41080013	4108	1	21770	48	1	2	0	[]
41080014	4108	1	21830	48	1	2	0	[]
41080015	4108	1	21890	48	1	2	0	[]
41080016	4108	1	21950	48	1	2	0	[]
41080017	4108	1	22010	48	1	2	0	[]
41080018	4108	1	22070	48	1	2	0	[]
41080019	4108	1	22130	48	1	2	0	[]
41080020	4108	1	22190	48	1	2	0	[]
41080021	4108	1	22250	48	1	2	0	[]
41080022	4108	1	22310	48	1	2	0	[]
41080023	4108	1	22370	48	1	2	0	[]
41080024	4108	1	22430	48	1	2	0	[]
41080025	4108	1	22490	48	1	2	0	[]
41080026	4108	1	22550	48	1	2	0	[]
41080027	4108	1	22610	48	1	2	0	[]
41080028	4108	1	22670	48	1	2	0	[]
41080029	4108	1	22730	48	1	2	0	[]
41080030	4108	1	22790	48	1	2	0	[]
41080031	4108	1	22850	48	1	2	0	[]
41080032	4108	1	22910	48	1	2	0	[]
41080033	4108	1	22970	48	1	2	0	[]
41080034	4108	1	23030	48	1	2	0	[]
41080035	4108	1	23090	48	1	2	0	[]
41080036	4108	1	23150	48	1	2	0	[]
41080037	4108	1	23210	48	1	2	0	[]
41080038	4108	1	23270	48	1	2	0	[]
41080039	4108	1	23330	48	1	2	0	[]
41080040	4108	1	23390	48	1	2	0	[]
41080041	4108	1	23450	48	1	2	0	[]
41080042	4108	1	23510	48	1	2	0	[]
41080043	4108	1	23570	48	1	2	0	[]
41080044	4108	1	23630	48	1	2	0	[]
41080045	4108	1	23690	48	1	2	0	[]
41080046	4108	1	23750	48	1	2	0	[]
41080047	4108	1	23810	48	1	2	0	[]
41080048	4108	1	23870	48	1	2	0	[]
41080049	4108	1	23930	48	1	2	0	[]
41080050	4108	1	23990	48	1	2	0	[]
41080051	4108	1	24050	48	1	2	0	[]
41080052	4108	1	24110	48	1	2	0	[]
41080053	4108	1	24170	48	1	2	0	[]
41080054	4108	1	24230	48	1	2	0	[]
41080055	4108	1	24290	48	1	2	0	[]
41080056	4108	1	24350	48	1	2	0	[]
41080057	4108	1	24410	48	1	2	0	[]
41080058	4108	1	24470	48	1	2	0	[]
41080059	4108	1	24530	48	1	2	0	[]
41080060	4108	1	24590	48	1	2	0	[]
41080061	4108	1	24650	48	1	2	0	[]
41080062	4108	1	24710	48	1	2	0	[]
41080063	4108	1	24770	48	1	2	0	[]
41080064	4108	1	24830	48	1	2	0	[]
41080065	4108	1	24890	48	1	2	0	[]
41080066	4108	1	24950	48	1	2	0	[]
41080067	4108	1	25010	48	1	2	0	[]
41080068	4108	1	25070	48	1	2	0	[]
41080069	4108	1	25130	48	1	2	0	[]
41080070	4108	1	25190	48	1	2	0	[]
41080071	4108	1	25250	48	1	2	0	[]
41080072	4108	1	25310	48	1	2	0	[]
41080073	4108	1	25370	48	1	2	0	[]
41080074	4108	1	25430	48	1	2	0	[]
41080075	4108	1	25490	48	1	2	0	[]
41080076	4108	1	25550	48	1	2	0	[]
41080077	4108	1	25610	48	1	2	0	[]
41080078	4108	1	25670	48	1	2	0	[]
41080079	4108	1	25730	48	1	2	0	[]
41080080	4108	1	25790	48	1	2	0	[]
41080081	4108	1	25850	48	1	2	0	[]
41080082	4108	1	25910	48	1	2	0	[]
41080083	4108	1	25970	48	1	2	0	[]
41080084	4108	1	26030	48	1	2	0	[]
41080085	4108	1	26090	48	1	2	0	[]
41080086	4108	1	26150	48	1	2	0	[]
41080087	4108	1	26210	48	1	2	0	[]
41080088	4108	1	26270	48	1	2	0	[]
41080089	4108	1	26330	48	1	2	0	[]
41080090	4108	1	26390	48	1	2	0	[]
41080091	4108	1	26450	48	1	2	0	[]
41080092	4108	1	26510	48	1	2	0	[]
41080093	4108	1	26570	48	1	2	0	[]
41080094	4108	1	26630	48	1	2	0	[]
41080095	4108	1	26690	48	1	2	0	[]
41080096	4108	1	26750	48	1	2	0	[]
41080097	4108	1	26810	48	1	2	0	[]
41080098	4108	1	26870	48	1	2	0	[]
41080099	4108	1	26930	48	1	2	0	[]
41080100	4108	1	26990	48	1	2	0	[]
41080101	4108	1	27050	48	1	2	0	[]
41080102	4108	1	27110	48	1	2	0	[]
41080103	4108	1	27170	48	1	2	0	[]
41080104	4108	1	27230	48	1	2	0	[]
41080105	4108	1	27290	48	1	2	0	[]
41080106	4108	1	27350	48	1	2	0	[]
41080107	4108	1	27410	48	1	2	0	[]
41080108	4108	1	27470	48	1	2	0	[]
41080109	4108	1	27530	48	1	2	0	[]
41080110	4108	1	27590	48	1	2	0	[]
41080111	4108	1	27650	48	1	2	0	[]
41080112	4108	1	27710	48	1	2	0	[]
41080113	4108	1	27770	48	1	2	0	[]
41080114	4108	1	27830	48	1	2	0	[]
41080115	4108	1	27890	48	1	2	0	[]
41080116	4108	1	27950	48	1	2	0	[]
41080117	4108	1	28010	48	1	2	0	[]
41080118	4108	1	28070	48	1	2	0	[]
41080119	4108	1	28130	48	1	2	0	[]
41080120	4108	1	28190	48	1	2	0	[]
41080121	4108	1	28250	48	1	2	0	[]
41080122	4108	1	28310	48	1	2	0	[]
41080123	4108	1	28370	48	1	2	0	[]
41080124	4108	1	28430	48	1	2	0	[]
41080125	4108	1	28490	48	1	2	0	[]
41080126	4108	1	28550	48	1	2	0	[]
41080127	4108	1	28610	48	1	2	0	[]
41080128	4108	1	28670	48	1	2	0	[]
41080129	4108	1	28730	48	1	2	0	[]
41080130	4108	1	28790	48	1	2	0	[]
41080131	4108	1	28850	48	1	2	0	[]
41080132	4108	1	28910	48	1	2	0	[]
41080133	4108	1	28970	48	1	2	0	[]
41080134	4108	1	29030	48	1	2	0	[]
41080135	4108	1	29090	48	1	2	0	[]
41080136	4108	1	29150	48	1	2	0	[]
41080137	4108	1	29210	48	1	2	0	[]
41080138	4108	1	29270	48	1	2	0	[]
41080139	4108	1	29330	48	1	2	0	[]
41080140	4108	1	29390	48	1	2	0	[]
41080141	4108	1	29450	48	1	2	0	[]
41080142	4108	1	29510	48	1	2	0	[]
41080143	4108	1	29570	48	1	2	0	[]
41080144	4108	1	29630	48	1	2	0	[]
41080145	4108	1	29690	48	1	2	0	[]
41080146	4108	1	29750	48	1	2	0	[]
41080147	4108	1	29810	48	1	2	0	[]
41080148	4108	1	29870	48	1	2	0	[]
41080149	4108	1	29930	48	1	2	0	[]
41080150	4108	1	29990	48	1	2	0	[]
41080151	4108	1	30050	48	1	2	0	[]
41080152	4108	1	30110	48	1	2	0	[]
41080153	4108	1	30170	48	1	2	0	[]
41080154	4108	1	30230	48	1	2	0	[]
41080155	4108	1	30290	48	1	2	0	[]
41080156	4108	1	30350	48	1	2	0	[]
41080157	4108	1	30410	48	1	2	0	[]
41080158	4108	1	30470	48	1	2	0	[]
41080159	4108	1	30530	48	1	2	0	[]
41080160	4108	1	30590	48	1	2	0	[]
41080161	4108	1	30650	48	1	2	0	[]
41080162	4108	1	30710	48	1	2	0	[]
41080163	4108	1	30770	48	1	2	0	[]
41080164	4108	1	30830	48	1	2	0	[]
41080165	4108	1	30890	48	1	2	0	[]
41080166	4108	1	30950	48	1	2	0	[]
41080167	4108	1	31010	48	1	2	0	[]
41080168	4108	1	31070	48	1	2	0	[]
41080169	4108	1	31130	48	1	2	0	[]
41080170	4108	1	31190	48	1	2	0	[]
41080171	4108	1	31250	48	1	2	0	[]
41080172	4108	1	31310	48	1	2	0	[]
41080173	4108	1	31370	48	1	2	0	[]
41080174	4108	1	31430	48	1	2	0	[]
41080175	4108	1	31490	48	1	2	0	[]
41080176	4108	1	31550	48	1	2	0	[]
41080177	4108	1	31610	48	1	2	0	[]
41080178	4108	1	31670	48	1	2	0	[]
41080179	4108	1	31730	48	1	2	0	[]
41080180	4108	1	31790	48	1	2	0	[]
41080181	4108	1	31850	48	1	2	0	[]
41080182	4108	1	31910	48	1	2	0	[]
41080183	4108	1	31970	48	1	2	0	[]
41080184	4108	1	32030	48	1	2	0	[]
41080185	4108	1	32090	48	1	2	0	[]
41080186	4108	1	32150	48	1	2	0	[]
41080187	4108	1	32210	48	1	2	0	[]
41080188	4108	1	32270	48	1	2	0	[]
41080189	4108	1	32330	48	1	2	0	[]
41080190	4108	1	32390	48	1	2	0	[]
41080191	4108	1	32450	48	1	2	0	[]
41080192	4108	1	32510	48	1	2	0	[]
41080193	4108	1	32570	48	1	2	0	[]
41080194	4108	1	32630	48	1	2	0	[]
41080195	4108	1	32690	48	1	2	0	[]
41080196	4108	1	32750	48	1	2	0	[]
41080197	4108	1	32810	48	1	2	0	[]
41080198	4108	1	32870	48	1	2	0	[]
41080199	4108	1	32930	48	1	2	0	[]
41080200	4108	1	32990	48	1	2	0	[]
41090001	4109	1	16165	45	7	2	0	[]
41090002	4109	1	16210	45	7	2	0	[]
41090003	4109	1	16255	45	7	2	0	[]
41090004	4109	1	16300	45	7	2	0	[]
41090005	4109	1	16345	45	7	2	0	[]
41090006	4109	1	16390	45	7	2	0	[]
41090007	4109	1	16435	45	7	2	0	[]
41090008	4109	1	16480	45	7	2	0	[]
41090009	4109	1	16525	45	7	2	0	[]
41090010	4109	1	16570	45	7	2	0	[]
41090011	4109	1	16615	45	7	2	0	[]
41090012	4109	1	16660	45	7	2	0	[]
41090013	4109	1	16705	45	7	2	0	[]
41090014	4109	1	16750	45	7	2	0	[]
41090015	4109	1	16795	45	7	2	0	[]
41090016	4109	1	16840	45	7	2	0	[]
41090017	4109	1	16885	45	7	2	0	[]
41090018	4109	1	16930	45	7	2	0	[]
41090019	4109	1	16975	45	7	2	0	[]
41090020	4109	1	17020	45	7	2	0	[]
41090021	4109	1	17065	45	7	2	0	[]
41090022	4109	1	17110	45	7	2	0	[]
41090023	4109	1	17155	45	7	2	0	[]
41090024	4109	1	17200	45	7	2	0	[]
41090025	4109	1	17245	45	7	2	0	[]
41090026	4109	1	17290	45	7	2	0	[]
41090027	4109	1	17335	45	7	2	0	[]
41090028	4109	1	17380	45	7	2	0	[]
41090029	4109	1	17425	45	7	2	0	[]
41090030	4109	1	17470	45	7	2	0	[]
41090031	4109	1	17515	45	7	2	0	[]
41090032	4109	1	17560	45	7	2	0	[]
41090033	4109	1	17605	45	7	2	0	[]
41090034	4109	1	17650	45	7	2	0	[]
41090035	4109	1	17695	45	7	2	0	[]
41090036	4109	1	17740	45	7	2	0	[]
41090037	4109	1	17785	45	7	2	0	[]
41090038	4109	1	17830	45	7	2	0	[]
41090039	4109	1	17875	45	7	2	0	[]
41090040	4109	1	17920	45	7	2	0	[]
41090041	4109	1	17965	45	7	2	0	[]
41090042	4109	1	18010	45	7	2	0	[]
41090043	4109	1	18055	45	7	2	0	[]
41090044	4109	1	18100	45	7	2	0	[]
41090045	4109	1	18145	45	7	2	0	[]
41090046	4109	1	18190	45	7	2	0	[]
41090047	4109	1	18235	45	7	2	0	[]
41090048	4109	1	18280	45	7	2	0	[]
41090049	4109	1	18325	45	7	2	0	[]
41090050	4109	1	18370	45	7	2	0	[]
41090051	4109	1	18415	45	7	2	0	[]
41090052	4109	1	18460	45	7	2	0	[]
41090053	4109	1	18505	45	7	2	0	[]
41090054	4109	1	18550	45	7	2	0	[]
41090055	4109	1	18595	45	7	2	0	[]
41090056	4109	1	18640	45	7	2	0	[]
41090057	4109	1	18685	45	7	2	0	[]
41090058	4109	1	18730	45	7	2	0	[]
41090059	4109	1	18775	45	7	2	0	[]
41090060	4109	1	18820	45	7	2	0	[]
41090061	4109	1	18865	45	7	2	0	[]
41090062	4109	1	18910	45	7	2	0	[]
41090063	4109	1	18955	45	7	2	0	[]
41090064	4109	1	19000	45	7	2	0	[]
41090065	4109	1	19045	45	7	2	0	[]
41090066	4109	1	19090	45	7	2	0	[]
41090067	4109	1	19135	45	7	2	0	[]
41090068	4109	1	19180	45	7	2	0	[]
41090069	4109	1	19225	45	7	2	0	[]
41090070	4109	1	19270	45	7	2	0	[]
41090071	4109	1	19315	45	7	2	0	[]
41090072	4109	1	19360	45	7	2	0	[]
41090073	4109	1	19405	45	7	2	0	[]
41090074	4109	1	19450	45	7	2	0	[]
41090075	4109	1	19495	45	7	2	0	[]
41090076	4109	1	19540	45	7	2	0	[]
41090077	4109	1	19585	45	7	2	0	[]
41090078	4109	1	19630	45	7	2	0	[]
41090079	4109	1	19675	45	7	2	0	[]
41090080	4109	1	19720	45	7	2	0	[]
41090081	4109	1	19765	45	7	2	0	[]
41090082	4109	1	19810	45	7	2	0	[]
41090083	4109	1	19855	45	7	2	0	[]
41090084	4109	1	19900	45	7	2	0	[]
41090085	4109	1	19945	45	7	2	0	[]
41090086	4109	1	19990	45	7	2	0	[]
41090087	4109	1	20035	45	7	2	0	[]
41090088	4109	1	20080	45	7	2	0	[]
41090089	4109	1	20125	45	7	2	0	[]
41090090	4109	1	20170	45	7	2	0	[]
41090091	4109	1	20215	45	7	2	0	[]
41090092	4109	1	20260	45	7	2	0	[]
41090093	4109	1	20305	45	7	2	0	[]
41090094	4109	1	20350	45	7	2	0	[]
41090095	4109	1	20395	45	7	2	0	[]
41090096	4109	1	20440	45	7	2	0	[]
41090097	4109	1	20485	45	7	2	0	[]
41090098	4109	1	20530	45	7	2	0	[]
41090099	4109	1	20575	45	7	2	0	[]
41090100	4109	1	20620	45	7	2	0	[]
41090101	4109	1	20665	45	7	2	0	[]
41090102	4109	1	20710	45	7	2	0	[]
41090103	4109	1	20755	45	7	2	0	[]
41090104	4109	1	20800	45	7	2	0	[]
41090105	4109	1	20845	45	7	2	0	[]
41090106	4109	1	20890	45	7	2	0	[]
41090107	4109	1	20935	45	7	2	0	[]
41090108	4109	1	20980	45	7	2	0	[]
41090109	4109	1	21025	45	7	2	0	[]
41090110	4109	1	21070	45	7	2	0	[]
41090111	4109	1	21115	45	7	2	0	[]
41090112	4109	1	21160	45	7	2	0	[]
41090113	4109	1	21205	45	7	2	0	[]
41090114	4109	1	21250	45	7	2	0	[]
41090115	4109	1	21295	45	7	2	0	[]
41090116	4109	1	21340	45	7	2	0	[]
41090117	4109	1	21385	45	7	2	0	[]
41090118	4109	1	21430	45	7	2	0	[]
41090119	4109	1	21475	45	7	2	0	[]
41090120	4109	1	21520	45	7	2	0	[]
41090121	4109	1	21565	45	7	2	0	[]
41090122	4109	1	21610	45	7	2	0	[]
41090123	4109	1	21655	45	7	2	0	[]
41090124	4109	1	21700	45	7	2	0	[]
41090125	4109	1	21745	45	7	2	0	[]
41090126	4109	1	21790	45	7	2	0	[]
41090127	4109	1	21835	45	7	2	0	[]
41090128	4109	1	21880	45	7	2	0	[]
41090129	4109	1	21925	45	7	2	0	[]
41090130	4109	1	21970	45	7	2	0	[]
41090131	4109	1	22015	45	7	2	0	[]
41090132	4109	1	22060	45	7	2	0	[]
41090133	4109	1	22105	45	7	2	0	[]
41090134	4109	1	22150	45	7	2	0	[]
41090135	4109	1	22195	45	7	2	0	[]
41090136	4109	1	22240	45	7	2	0	[]
41090137	4109	1	22285	45	7	2	0	[]
41090138	4109	1	22330	45	7	2	0	[]
41090139	4109	1	22375	45	7	2	0	[]
41090140	4109	1	22420	45	7	2	0	[]
41090141	4109	1	22465	45	7	2	0	[]
41090142	4109	1	22510	45	7	2	0	[]
41090143	4109	1	22555	45	7	2	0	[]
41090144	4109	1	22600	45	7	2	0	[]
41090145	4109	1	22645	45	7	2	0	[]
41090146	4109	1	22690	45	7	2	0	[]
41090147	4109	1	22735	45	7	2	0	[]
41090148	4109	1	22780	45	7	2	0	[]
41090149	4109	1	22825	45	7	2	0	[]
41090150	4109	1	22870	45	7	2	0	[]
41090151	4109	1	22915	45	7	2	0	[]
41090152	4109	1	22960	45	7	2	0	[]
41090153	4109	1	23005	45	7	2	0	[]
41090154	4109	1	23050	45	7	2	0	[]
41090155	4109	1	23095	45	7	2	0	[]
41090156	4109	1	23140	45	7	2	0	[]
41090157	4109	1	23185	45	7	2	0	[]
41090158	4109	1	23230	45	7	2	0	[]
41090159	4109	1	23275	45	7	2	0	[]
41090160	4109	1	23320	45	7	2	0	[]
41090161	4109	1	23365	45	7	2	0	[]
41090162	4109	1	23410	45	7	2	0	[]
41090163	4109	1	23455	45	7	2	0	[]
41090164	4109	1	23500	45	7	2	0	[]
41090165	4109	1	23545	45	7	2	0	[]
41090166	4109	1	23590	45	7	2	0	[]
41090167	4109	1	23635	45	7	2	0	[]
41090168	4109	1	23680	45	7	2	0	[]
41090169	4109	1	23725	45	7	2	0	[]
41090170	4109	1	23770	45	7	2	0	[]
41090171	4109	1	23815	45	7	2	0	[]
41090172	4109	1	23860	45	7	2	0	[]
41090173	4109	1	23905	45	7	2	0	[]
41090174	4109	1	23950	45	7	2	0	[]
41090175	4109	1	23995	45	7	2	0	[]
41090176	4109	1	24040	45	7	2	0	[]
41090177	4109	1	24085	45	7	2	0	[]
41090178	4109	1	24130	45	7	2	0	[]
41090179	4109	1	24175	45	7	2	0	[]
41090180	4109	1	24220	45	7	2	0	[]
41090181	4109	1	24265	45	7	2	0	[]
41090182	4109	1	24310	45	7	2	0	[]
41090183	4109	1	24355	45	7	2	0	[]
41090184	4109	1	24400	45	7	2	0	[]
41090185	4109	1	24445	45	7	2	0	[]
41090186	4109	1	24490	45	7	2	0	[]
41090187	4109	1	24535	45	7	2	0	[]
41090188	4109	1	24580	45	7	2	0	[]
41090189	4109	1	24625	45	7	2	0	[]
41090190	4109	1	24670	45	7	2	0	[]
41090191	4109	1	24715	45	7	2	0	[]
41090192	4109	1	24760	45	7	2	0	[]
41090193	4109	1	24805	45	7	2	0	[]
41090194	4109	1	24850	45	7	2	0	[]
41090195	4109	1	24895	45	7	2	0	[]
41090196	4109	1	24940	45	7	2	0	[]
41090197	4109	1	24985	45	7	2	0	[]
41090198	4109	1	25030	45	7	2	0	[]
41090199	4109	1	25075	45	7	2	0	[]
41090200	4109	1	25120	45	7	2	0	[]
41100001	4110	1	26565	45	1	2	0	[]
41100002	4110	1	26640	45	1	2	0	[]
41100003	4110	1	26715	45	1	2	0	[]
41100004	4110	1	26790	45	1	2	0	[]
41100005	4110	1	26865	45	1	2	0	[]
41100006	4110	1	26940	45	1	2	0	[]
41100007	4110	1	27015	45	1	2	0	[]
41100008	4110	1	27090	45	1	2	0	[]
41100009	4110	1	27165	45	1	2	0	[]
41100010	4110	1	27240	45	1	2	0	[]
41100011	4110	1	27315	45	1	2	0	[]
41100012	4110	1	27390	45	1	2	0	[]
41100013	4110	1	27465	45	1	2	0	[]
41100014	4110	1	27540	45	1	2	0	[]
41100015	4110	1	27615	45	1	2	0	[]
41100016	4110	1	27690	45	1	2	0	[]
41100017	4110	1	27765	45	1	2	0	[]
41100018	4110	1	27840	45	1	2	0	[]
41100019	4110	1	27915	45	1	2	0	[]
41100020	4110	1	27990	45	1	2	0	[]
41100021	4110	1	28065	45	1	2	0	[]
41100022	4110	1	28140	45	1	2	0	[]
41100023	4110	1	28215	45	1	2	0	[]
41100024	4110	1	28290	45	1	2	0	[]
41100025	4110	1	28365	45	1	2	0	[]
41100026	4110	1	28440	45	1	2	0	[]
41100027	4110	1	28515	45	1	2	0	[]
41100028	4110	1	28590	45	1	2	0	[]
41100029	4110	1	28665	45	1	2	0	[]
41100030	4110	1	28740	45	1	2	0	[]
41100031	4110	1	28815	45	1	2	0	[]
41100032	4110	1	28890	45	1	2	0	[]
41100033	4110	1	28965	45	1	2	0	[]
41100034	4110	1	29040	45	1	2	0	[]
41100035	4110	1	29115	45	1	2	0	[]
41100036	4110	1	29190	45	1	2	0	[]
41100037	4110	1	29265	45	1	2	0	[]
41100038	4110	1	29340	45	1	2	0	[]
41100039	4110	1	29415	45	1	2	0	[]
41100040	4110	1	29490	45	1	2	0	[]
41100041	4110	1	29565	45	1	2	0	[]
41100042	4110	1	29640	45	1	2	0	[]
41100043	4110	1	29715	45	1	2	0	[]
41100044	4110	1	29790	45	1	2	0	[]
41100045	4110	1	29865	45	1	2	0	[]
41100046	4110	1	29940	45	1	2	0	[]
41100047	4110	1	30015	45	1	2	0	[]
41100048	4110	1	30090	45	1	2	0	[]
41100049	4110	1	30165	45	1	2	0	[]
41100050	4110	1	30240	45	1	2	0	[]
41100051	4110	1	30315	45	1	2	0	[]
41100052	4110	1	30390	45	1	2	0	[]
41100053	4110	1	30465	45	1	2	0	[]
41100054	4110	1	30540	45	1	2	0	[]
41100055	4110	1	30615	45	1	2	0	[]
41100056	4110	1	30690	45	1	2	0	[]
41100057	4110	1	30765	45	1	2	0	[]
41100058	4110	1	30840	45	1	2	0	[]
41100059	4110	1	30915	45	1	2	0	[]
41100060	4110	1	30990	45	1	2	0	[]
41100061	4110	1	31065	45	1	2	0	[]
41100062	4110	1	31140	45	1	2	0	[]
41100063	4110	1	31215	45	1	2	0	[]
41100064	4110	1	31290	45	1	2	0	[]
41100065	4110	1	31365	45	1	2	0	[]
41100066	4110	1	31440	45	1	2	0	[]
41100067	4110	1	31515	45	1	2	0	[]
